split,filename,question_id,rollout_idx,prefix_idx,label,prefix_words,total_words,token_length,distance_from_end,yes_count,no_count,total_resamples,mean_yes_position,cot_prefix_n_words,cot_prefix_n_chars
train,bb_ruin_names_043_rollout_019_prefix_0.json,bb_ruin_names_043,19,0,yes,480,515,,35,,,,,480,2765
train,bb_ruin_names_043_rollout_019_prefix_1.json,bb_ruin_names_043,19,1,no,215,515,,300,,,,,215,1205
train,bb_ruin_names_043_rollout_020_prefix_0.json,bb_ruin_names_043,20,0,yes,299,324,,25,,,,,299,1818
train,bb_ruin_names_043_rollout_020_prefix_1.json,bb_ruin_names_043,20,1,yes,279,324,,45,,,,,279,1677
train,bb_ruin_names_043_rollout_020_prefix_2.json,bb_ruin_names_043,20,2,no,24,324,,300,,,,,24,140
train,bb_ruin_names_043_rollout_022_prefix_0.json,bb_ruin_names_043,22,0,yes,350,375,,25,,,,,350,2118
train,bb_ruin_names_043_rollout_022_prefix_1.json,bb_ruin_names_043,22,1,yes,330,375,,45,,,,,330,1998
train,bb_ruin_names_043_rollout_023_prefix_0.json,bb_ruin_names_043,23,0,yes,367,422,,55,,,,,367,2198
train,bb_ruin_names_043_rollout_023_prefix_1.json,bb_ruin_names_043,23,1,no,122,422,,300,,,,,122,738
train,bb_ruin_names_043_rollout_025_prefix_0.json,bb_ruin_names_043,25,0,yes,290,345,,55,,,,,290,1779
train,bb_ruin_names_043_rollout_025_prefix_1.json,bb_ruin_names_043,25,1,no,45,345,,300,,,,,45,251
train,bb_ruin_names_043_rollout_026_prefix_0.json,bb_ruin_names_043,26,0,yes,305,360,,55,,,,,305,1808
train,bb_ruin_names_043_rollout_026_prefix_1.json,bb_ruin_names_043,26,1,no,60,360,,300,,,,,60,384
train,bb_ruin_names_043_rollout_027_prefix_0.json,bb_ruin_names_043,27,0,yes,341,366,,25,,,,,341,2032
train,bb_ruin_names_043_rollout_027_prefix_1.json,bb_ruin_names_043,27,1,no,66,366,,300,,,,,66,404
train,bb_ruin_names_043_rollout_029_prefix_0.json,bb_ruin_names_043,29,0,yes,379,424,,45,,,,,379,2159
train,bb_ruin_names_043_rollout_029_prefix_1.json,bb_ruin_names_043,29,1,no,124,424,,300,,,,,124,690
train,bb_ruin_names_047_rollout_000_prefix_0.json,bb_ruin_names_047,0,0,yes,315,350,,35,,,,,315,1682
train,bb_ruin_names_047_rollout_001_prefix_0.json,bb_ruin_names_047,1,0,yes,365,390,,25,,,,,365,1970
train,bb_ruin_names_047_rollout_001_prefix_1.json,bb_ruin_names_047,1,1,yes,345,390,,45,,,,,345,1865
train,bb_ruin_names_047_rollout_002_prefix_0.json,bb_ruin_names_047,2,0,no,25,325,,300,,,,,25,131
train,bb_ruin_names_047_rollout_003_prefix_0.json,bb_ruin_names_047,3,0,no,152,452,,300,,,,,152,854
train,bb_ruin_names_047_rollout_004_prefix_0.json,bb_ruin_names_047,4,0,yes,331,386,,55,,,,,331,1695
train,bb_ruin_names_047_rollout_004_prefix_1.json,bb_ruin_names_047,4,1,no,86,386,,300,,,,,86,445
train,bb_ruin_names_047_rollout_005_prefix_0.json,bb_ruin_names_047,5,0,yes,403,428,,25,,,,,403,2157
train,bb_ruin_names_047_rollout_005_prefix_1.json,bb_ruin_names_047,5,1,no,128,428,,300,,,,,128,677
train,bb_ruin_names_047_rollout_006_prefix_0.json,bb_ruin_names_047,6,0,yes,612,667,,55,,,,,612,3390
train,bb_ruin_names_047_rollout_006_prefix_1.json,bb_ruin_names_047,6,1,no,167,667,,500,,,,,167,897
train,bb_ruin_names_047_rollout_008_prefix_0.json,bb_ruin_names_047,8,0,yes,242,287,,45,,,,,242,1323
train,bb_ruin_names_047_rollout_009_prefix_0.json,bb_ruin_names_047,9,0,yes,342,387,,45,,,,,342,1837
train,bb_ruin_names_047_rollout_010_prefix_0.json,bb_ruin_names_047,10,0,yes,332,357,,25,,,,,332,1754
train,bb_ruin_names_047_rollout_010_prefix_1.json,bb_ruin_names_047,10,1,yes,302,357,,55,,,,,302,1583
train,bb_ruin_names_047_rollout_010_prefix_2.json,bb_ruin_names_047,10,2,no,57,357,,300,,,,,57,293
train,bb_ruin_names_047_rollout_011_prefix_0.json,bb_ruin_names_047,11,0,yes,368,403,,35,,,,,368,1960
train,bb_ruin_names_047_rollout_011_prefix_1.json,bb_ruin_names_047,11,1,no,103,403,,300,,,,,103,555
train,bb_ruin_names_047_rollout_012_prefix_0.json,bb_ruin_names_047,12,0,yes,587,632,,45,,,,,587,3192
train,bb_ruin_names_047_rollout_012_prefix_1.json,bb_ruin_names_047,12,1,no,332,632,,300,,,,,332,1798
train,bb_ruin_names_047_rollout_012_prefix_2.json,bb_ruin_names_047,12,2,no,132,632,,500,,,,,132,725
train,bb_ruin_names_047_rollout_013_prefix_0.json,bb_ruin_names_047,13,0,yes,393,418,,25,,,,,393,2079
train,bb_ruin_names_047_rollout_013_prefix_1.json,bb_ruin_names_047,13,1,yes,383,418,,35,,,,,383,2034
train,bb_ruin_names_047_rollout_013_prefix_2.json,bb_ruin_names_047,13,2,no,118,418,,300,,,,,118,616
train,bb_ruin_names_047_rollout_015_prefix_0.json,bb_ruin_names_047,15,0,yes,295,330,,35,,,,,295,1627
train,bb_ruin_names_047_rollout_015_prefix_1.json,bb_ruin_names_047,15,1,no,30,330,,300,,,,,30,149
train,bb_ruin_names_047_rollout_017_prefix_0.json,bb_ruin_names_047,17,0,yes,329,384,,55,,,,,329,1782
train,bb_ruin_names_047_rollout_017_prefix_1.json,bb_ruin_names_047,17,1,no,84,384,,300,,,,,84,436
train,bb_ruin_names_047_rollout_018_prefix_0.json,bb_ruin_names_047,18,0,yes,459,484,,25,,,,,459,2554
train,bb_ruin_names_047_rollout_018_prefix_1.json,bb_ruin_names_047,18,1,yes,449,484,,35,,,,,449,2493
train,bb_ruin_names_047_rollout_019_prefix_0.json,bb_ruin_names_047,19,0,no,177,477,,300,,,,,177,975
train,bb_ruin_names_047_rollout_020_prefix_0.json,bb_ruin_names_047,20,0,yes,304,329,,25,,,,,304,1712
train,bb_ruin_names_047_rollout_020_prefix_1.json,bb_ruin_names_047,20,1,yes,284,329,,45,,,,,284,1584
train,bb_ruin_names_047_rollout_020_prefix_2.json,bb_ruin_names_047,20,2,yes,274,329,,55,,,,,274,1494
train,bb_ruin_names_047_rollout_020_prefix_3.json,bb_ruin_names_047,20,3,no,29,329,,300,,,,,29,152
train,bb_ruin_names_047_rollout_021_prefix_0.json,bb_ruin_names_047,21,0,yes,382,407,,25,,,,,382,2077
train,bb_ruin_names_047_rollout_021_prefix_1.json,bb_ruin_names_047,21,1,no,107,407,,300,,,,,107,596
train,bb_ruin_names_047_rollout_022_prefix_0.json,bb_ruin_names_047,22,0,yes,359,404,,45,,,,,359,1925
train,bb_ruin_names_047_rollout_022_prefix_1.json,bb_ruin_names_047,22,1,no,104,404,,300,,,,,104,546
train,bb_ruin_names_047_rollout_023_prefix_0.json,bb_ruin_names_047,23,0,yes,756,791,,35,,,,,756,4200
train,bb_ruin_names_047_rollout_023_prefix_1.json,bb_ruin_names_047,23,1,no,491,791,,300,,,,,491,2715
train,bb_ruin_names_047_rollout_023_prefix_2.json,bb_ruin_names_047,23,2,no,91,791,,700,,,,,91,492
train,bb_ruin_names_047_rollout_024_prefix_0.json,bb_ruin_names_047,24,0,yes,548,593,,45,,,,,548,3051
train,bb_ruin_names_047_rollout_024_prefix_1.json,bb_ruin_names_047,24,1,yes,538,593,,55,,,,,538,2997
train,bb_ruin_names_047_rollout_024_prefix_2.json,bb_ruin_names_047,24,2,no,293,593,,300,,,,,293,1636
train,bb_ruin_names_047_rollout_024_prefix_3.json,bb_ruin_names_047,24,3,no,93,593,,500,,,,,93,512
train,bb_ruin_names_047_rollout_025_prefix_0.json,bb_ruin_names_047,25,0,yes,268,313,,45,,,,,268,1496
train,bb_ruin_names_047_rollout_027_prefix_0.json,bb_ruin_names_047,27,0,yes,357,392,,35,,,,,357,1950
train,bb_ruin_names_047_rollout_027_prefix_1.json,bb_ruin_names_047,27,1,no,92,392,,300,,,,,92,487
train,bb_ruin_names_047_rollout_028_prefix_0.json,bb_ruin_names_047,28,0,yes,591,616,,25,,,,,591,3099
train,bb_ruin_names_047_rollout_028_prefix_1.json,bb_ruin_names_047,28,1,yes,561,616,,55,,,,,561,2937
train,bb_ruin_names_047_rollout_028_prefix_2.json,bb_ruin_names_047,28,2,no,316,616,,300,,,,,316,1637
train,bb_ruin_names_047_rollout_028_prefix_3.json,bb_ruin_names_047,28,3,no,116,616,,500,,,,,116,610
train,bb_ruin_names_047_rollout_029_prefix_0.json,bb_ruin_names_047,29,0,yes,267,302,,35,,,,,267,1479
train,bb_ruin_names_049_rollout_000_prefix_0.json,bb_ruin_names_049,0,0,yes,214,239,,25,,,,,214,1132
train,bb_ruin_names_049_rollout_000_prefix_1.json,bb_ruin_names_049,0,1,yes,194,239,,45,,,,,194,1046
train,bb_ruin_names_049_rollout_003_prefix_0.json,bb_ruin_names_049,3,0,no,192,492,,300,,,,,192,1028
train,bb_ruin_names_049_rollout_004_prefix_0.json,bb_ruin_names_049,4,0,yes,252,307,,55,,,,,252,1363
train,bb_ruin_names_049_rollout_005_prefix_0.json,bb_ruin_names_049,5,0,no,117,417,,300,,,,,117,608
train,bb_ruin_names_049_rollout_006_prefix_0.json,bb_ruin_names_049,6,0,yes,339,374,,35,,,,,339,1880
train,bb_ruin_names_049_rollout_006_prefix_1.json,bb_ruin_names_049,6,1,yes,319,374,,55,,,,,319,1778
train,bb_ruin_names_049_rollout_006_prefix_2.json,bb_ruin_names_049,6,2,no,74,374,,300,,,,,74,406
train,bb_ruin_names_049_rollout_007_prefix_0.json,bb_ruin_names_049,7,0,yes,571,626,,55,,,,,571,3207
train,bb_ruin_names_049_rollout_007_prefix_1.json,bb_ruin_names_049,7,1,no,126,626,,500,,,,,126,688
train,bb_ruin_names_049_rollout_008_prefix_0.json,bb_ruin_names_049,8,0,yes,224,269,,45,,,,,224,1233
train,bb_ruin_names_049_rollout_009_prefix_0.json,bb_ruin_names_049,9,0,no,219,519,,300,,,,,219,1125
train,bb_ruin_names_049_rollout_010_prefix_0.json,bb_ruin_names_049,10,0,yes,408,453,,45,,,,,408,2160
train,bb_ruin_names_049_rollout_010_prefix_1.json,bb_ruin_names_049,10,1,no,153,453,,300,,,,,153,771
train,bb_ruin_names_049_rollout_011_prefix_0.json,bb_ruin_names_049,11,0,yes,366,421,,55,,,,,366,2086
train,bb_ruin_names_049_rollout_011_prefix_1.json,bb_ruin_names_049,11,1,no,121,421,,300,,,,,121,663
train,bb_ruin_names_049_rollout_012_prefix_0.json,bb_ruin_names_049,12,0,yes,338,383,,45,,,,,338,1780
train,bb_ruin_names_049_rollout_013_prefix_0.json,bb_ruin_names_049,13,0,yes,394,429,,35,,,,,394,2104
train,bb_ruin_names_049_rollout_013_prefix_1.json,bb_ruin_names_049,13,1,yes,384,429,,45,,,,,384,2052
train,bb_ruin_names_049_rollout_014_prefix_0.json,bb_ruin_names_049,14,0,no,115,415,,300,,,,,115,601
train,bb_ruin_names_049_rollout_015_prefix_0.json,bb_ruin_names_049,15,0,yes,469,494,,25,,,,,469,2470
train,bb_ruin_names_049_rollout_016_prefix_0.json,bb_ruin_names_049,16,0,no,22,322,,300,,,,,22,115
train,bb_ruin_names_049_rollout_017_prefix_0.json,bb_ruin_names_049,17,0,yes,434,459,,25,,,,,434,2346
train,bb_ruin_names_049_rollout_017_prefix_1.json,bb_ruin_names_049,17,1,yes,414,459,,45,,,,,414,2240
train,bb_ruin_names_049_rollout_017_prefix_2.json,bb_ruin_names_049,17,2,no,159,459,,300,,,,,159,831
train,bb_ruin_names_049_rollout_019_prefix_0.json,bb_ruin_names_049,19,0,yes,370,395,,25,,,,,370,2018
train,bb_ruin_names_049_rollout_019_prefix_1.json,bb_ruin_names_049,19,1,yes,360,395,,35,,,,,360,1968
train,bb_ruin_names_049_rollout_019_prefix_2.json,bb_ruin_names_049,19,2,yes,340,395,,55,,,,,340,1856
train,bb_ruin_names_049_rollout_019_prefix_3.json,bb_ruin_names_049,19,3,no,95,395,,300,,,,,95,516
train,bb_ruin_names_049_rollout_020_prefix_0.json,bb_ruin_names_049,20,0,no,95,395,,300,,,,,95,487
train,bb_ruin_names_049_rollout_021_prefix_0.json,bb_ruin_names_049,21,0,yes,272,307,,35,,,,,272,1487
train,bb_ruin_names_049_rollout_023_prefix_0.json,bb_ruin_names_049,23,0,yes,182,217,,35,,,,,182,982
train,bb_ruin_names_049_rollout_024_prefix_0.json,bb_ruin_names_049,24,0,no,31,331,,300,,,,,31,161
train,bb_ruin_names_049_rollout_025_prefix_0.json,bb_ruin_names_049,25,0,no,102,402,,300,,,,,102,541
train,bb_ruin_names_049_rollout_026_prefix_0.json,bb_ruin_names_049,26,0,yes,276,311,,35,,,,,276,1401
train,bb_ruin_names_049_rollout_027_prefix_0.json,bb_ruin_names_049,27,0,yes,229,284,,55,,,,,229,1252
train,bb_ruin_names_051_rollout_000_prefix_0.json,bb_ruin_names_051,0,0,yes,390,435,,45,,,,,390,2043
train,bb_ruin_names_051_rollout_000_prefix_1.json,bb_ruin_names_051,0,1,no,135,435,,300,,,,,135,696
train,bb_ruin_names_051_rollout_001_prefix_0.json,bb_ruin_names_051,1,0,yes,265,300,,35,,,,,265,1407
train,bb_ruin_names_051_rollout_002_prefix_0.json,bb_ruin_names_051,2,0,yes,331,376,,45,,,,,331,1716
train,bb_ruin_names_051_rollout_002_prefix_1.json,bb_ruin_names_051,2,1,yes,321,376,,55,,,,,321,1664
train,bb_ruin_names_051_rollout_002_prefix_2.json,bb_ruin_names_051,2,2,no,76,376,,300,,,,,76,374
train,bb_ruin_names_051_rollout_003_prefix_0.json,bb_ruin_names_051,3,0,yes,278,303,,25,,,,,278,1506
train,bb_ruin_names_051_rollout_003_prefix_1.json,bb_ruin_names_051,3,1,yes,268,303,,35,,,,,268,1448
train,bb_ruin_names_051_rollout_003_prefix_2.json,bb_ruin_names_051,3,2,yes,248,303,,55,,,,,248,1345
train,bb_ruin_names_051_rollout_004_prefix_0.json,bb_ruin_names_051,4,0,yes,183,228,,45,,,,,183,955
train,bb_ruin_names_051_rollout_004_prefix_1.json,bb_ruin_names_051,4,1,yes,173,228,,55,,,,,173,903
train,bb_ruin_names_051_rollout_005_prefix_0.json,bb_ruin_names_051,5,0,yes,477,522,,45,,,,,477,2551
train,bb_ruin_names_051_rollout_006_prefix_0.json,bb_ruin_names_051,6,0,yes,276,321,,45,,,,,276,1463
train,bb_ruin_names_051_rollout_007_prefix_0.json,bb_ruin_names_051,7,0,yes,335,360,,25,,,,,335,1731
train,bb_ruin_names_051_rollout_007_prefix_1.json,bb_ruin_names_051,7,1,no,60,360,,300,,,,,60,299
train,bb_ruin_names_051_rollout_008_prefix_0.json,bb_ruin_names_051,8,0,yes,301,326,,25,,,,,301,1668
train,bb_ruin_names_051_rollout_008_prefix_1.json,bb_ruin_names_051,8,1,yes,281,326,,45,,,,,281,1567
train,bb_ruin_names_051_rollout_008_prefix_2.json,bb_ruin_names_051,8,2,no,26,326,,300,,,,,26,140
train,bb_ruin_names_051_rollout_009_prefix_0.json,bb_ruin_names_051,9,0,yes,251,286,,35,,,,,251,1338
train,bb_ruin_names_051_rollout_009_prefix_1.json,bb_ruin_names_051,9,1,yes,241,286,,45,,,,,241,1287
train,bb_ruin_names_051_rollout_009_prefix_2.json,bb_ruin_names_051,9,2,yes,231,286,,55,,,,,231,1235
train,bb_ruin_names_051_rollout_010_prefix_0.json,bb_ruin_names_051,10,0,no,83,383,,300,,,,,83,412
train,bb_ruin_names_051_rollout_011_prefix_0.json,bb_ruin_names_051,11,0,yes,385,430,,45,,,,,385,2064
train,bb_ruin_names_051_rollout_012_prefix_0.json,bb_ruin_names_051,12,0,yes,516,541,,25,,,,,516,2752
train,bb_ruin_names_051_rollout_012_prefix_1.json,bb_ruin_names_051,12,1,yes,506,541,,35,,,,,506,2702
train,bb_ruin_names_051_rollout_012_prefix_2.json,bb_ruin_names_051,12,2,no,241,541,,300,,,,,241,1285
train,bb_ruin_names_051_rollout_013_prefix_0.json,bb_ruin_names_051,13,0,yes,520,545,,25,,,,,520,2703
train,bb_ruin_names_051_rollout_013_prefix_1.json,bb_ruin_names_051,13,1,yes,510,545,,35,,,,,510,2651
train,bb_ruin_names_051_rollout_013_prefix_2.json,bb_ruin_names_051,13,2,no,245,545,,300,,,,,245,1243
train,bb_ruin_names_051_rollout_014_prefix_0.json,bb_ruin_names_051,14,0,yes,338,363,,25,,,,,338,1812
train,bb_ruin_names_051_rollout_014_prefix_1.json,bb_ruin_names_051,14,1,no,63,363,,300,,,,,63,321
train,bb_ruin_names_051_rollout_015_prefix_0.json,bb_ruin_names_051,15,0,yes,483,518,,35,,,,,483,2603
train,bb_ruin_names_051_rollout_015_prefix_1.json,bb_ruin_names_051,15,1,no,218,518,,300,,,,,218,1179
train,bb_ruin_names_051_rollout_016_prefix_0.json,bb_ruin_names_051,16,0,yes,473,518,,45,,,,,473,2513
train,bb_ruin_names_051_rollout_017_prefix_0.json,bb_ruin_names_051,17,0,yes,356,401,,45,,,,,356,1898
train,bb_ruin_names_051_rollout_017_prefix_1.json,bb_ruin_names_051,17,1,no,101,401,,300,,,,,101,514
train,bb_ruin_names_051_rollout_018_prefix_0.json,bb_ruin_names_051,18,0,yes,366,401,,35,,,,,366,1962
train,bb_ruin_names_051_rollout_019_prefix_0.json,bb_ruin_names_051,19,0,yes,262,307,,45,,,,,262,1370
train,bb_ruin_names_051_rollout_019_prefix_1.json,bb_ruin_names_051,19,1,yes,252,307,,55,,,,,252,1313
train,bb_ruin_names_051_rollout_020_prefix_0.json,bb_ruin_names_051,20,0,yes,309,354,,45,,,,,309,1698
train,bb_ruin_names_051_rollout_021_prefix_0.json,bb_ruin_names_051,21,0,yes,559,594,,35,,,,,559,2890
train,bb_ruin_names_051_rollout_021_prefix_1.json,bb_ruin_names_051,21,1,no,94,594,,500,,,,,94,457
train,bb_ruin_names_051_rollout_023_prefix_0.json,bb_ruin_names_051,23,0,no,53,353,,300,,,,,53,266
train,bb_ruin_names_051_rollout_024_prefix_0.json,bb_ruin_names_051,24,0,yes,387,412,,25,,,,,387,2025
train,bb_ruin_names_051_rollout_024_prefix_1.json,bb_ruin_names_051,24,1,yes,367,412,,45,,,,,367,1913
train,bb_ruin_names_051_rollout_024_prefix_2.json,bb_ruin_names_051,24,2,no,112,412,,300,,,,,112,553
train,bb_ruin_names_051_rollout_026_prefix_0.json,bb_ruin_names_051,26,0,yes,234,259,,25,,,,,234,1242
train,bb_ruin_names_051_rollout_026_prefix_1.json,bb_ruin_names_051,26,1,yes,214,259,,45,,,,,214,1142
train,bb_ruin_names_051_rollout_026_prefix_2.json,bb_ruin_names_051,26,2,yes,204,259,,55,,,,,204,1086
train,bb_ruin_names_051_rollout_027_prefix_0.json,bb_ruin_names_051,27,0,no,62,362,,300,,,,,62,325
train,bb_ruin_names_051_rollout_028_prefix_0.json,bb_ruin_names_051,28,0,no,349,649,,300,,,,,349,1810
train,bb_ruin_names_051_rollout_028_prefix_1.json,bb_ruin_names_051,28,1,no,149,649,,500,,,,,149,749
train,bb_ruin_names_051_rollout_029_prefix_0.json,bb_ruin_names_051,29,0,no,71,371,,300,,,,,71,369
train,bb_ruin_names_054_rollout_000_prefix_0.json,bb_ruin_names_054,0,0,yes,550,575,,25,,,,,550,3101
train,bb_ruin_names_054_rollout_000_prefix_1.json,bb_ruin_names_054,0,1,no,275,575,,300,,,,,275,1542
train,bb_ruin_names_054_rollout_001_prefix_0.json,bb_ruin_names_054,1,0,yes,353,398,,45,,,,,353,1905
train,bb_ruin_names_054_rollout_003_prefix_0.json,bb_ruin_names_054,3,0,no,82,382,,300,,,,,82,447
train,bb_ruin_names_054_rollout_004_prefix_0.json,bb_ruin_names_054,4,0,yes,457,482,,25,,,,,457,2444
train,bb_ruin_names_054_rollout_004_prefix_1.json,bb_ruin_names_054,4,1,yes,447,482,,35,,,,,447,2389
train,bb_ruin_names_054_rollout_004_prefix_2.json,bb_ruin_names_054,4,2,yes,427,482,,55,,,,,427,2283
train,bb_ruin_names_054_rollout_004_prefix_3.json,bb_ruin_names_054,4,3,no,182,482,,300,,,,,182,959
train,bb_ruin_names_054_rollout_005_prefix_0.json,bb_ruin_names_054,5,0,no,75,375,,300,,,,,75,396
train,bb_ruin_names_054_rollout_006_prefix_0.json,bb_ruin_names_054,6,0,yes,437,462,,25,,,,,437,2385
train,bb_ruin_names_054_rollout_006_prefix_1.json,bb_ruin_names_054,6,1,yes,407,462,,55,,,,,407,2228
train,bb_ruin_names_054_rollout_007_prefix_0.json,bb_ruin_names_054,7,0,yes,356,381,,25,,,,,356,1920
train,bb_ruin_names_054_rollout_008_prefix_0.json,bb_ruin_names_054,8,0,yes,440,475,,35,,,,,440,2455
train,bb_ruin_names_054_rollout_008_prefix_1.json,bb_ruin_names_054,8,1,yes,420,475,,55,,,,,420,2342
train,bb_ruin_names_054_rollout_008_prefix_2.json,bb_ruin_names_054,8,2,no,175,475,,300,,,,,175,979
train,bb_ruin_names_054_rollout_009_prefix_0.json,bb_ruin_names_054,9,0,no,156,456,,300,,,,,156,810
train,bb_ruin_names_054_rollout_010_prefix_0.json,bb_ruin_names_054,10,0,yes,376,401,,25,,,,,376,1982
train,bb_ruin_names_054_rollout_010_prefix_1.json,bb_ruin_names_054,10,1,yes,366,401,,35,,,,,366,1946
train,bb_ruin_names_054_rollout_010_prefix_2.json,bb_ruin_names_054,10,2,no,101,401,,300,,,,,101,510
train,bb_ruin_names_054_rollout_011_prefix_0.json,bb_ruin_names_054,11,0,no,46,346,,300,,,,,46,224
train,bb_ruin_names_054_rollout_012_prefix_0.json,bb_ruin_names_054,12,0,no,124,424,,300,,,,,124,674
train,bb_ruin_names_054_rollout_013_prefix_0.json,bb_ruin_names_054,13,0,yes,373,428,,55,,,,,373,2075
train,bb_ruin_names_054_rollout_013_prefix_1.json,bb_ruin_names_054,13,1,no,128,428,,300,,,,,128,671
train,bb_ruin_names_054_rollout_014_prefix_0.json,bb_ruin_names_054,14,0,yes,505,540,,35,,,,,505,2741
train,bb_ruin_names_054_rollout_014_prefix_1.json,bb_ruin_names_054,14,1,yes,485,540,,55,,,,,485,2641
train,bb_ruin_names_054_rollout_014_prefix_2.json,bb_ruin_names_054,14,2,no,240,540,,300,,,,,240,1285
train,bb_ruin_names_054_rollout_015_prefix_0.json,bb_ruin_names_054,15,0,yes,592,637,,45,,,,,592,3227
train,bb_ruin_names_054_rollout_015_prefix_1.json,bb_ruin_names_054,15,1,no,137,637,,500,,,,,137,739
train,bb_ruin_names_054_rollout_016_prefix_0.json,bb_ruin_names_054,16,0,yes,464,519,,55,,,,,464,2560
train,bb_ruin_names_054_rollout_016_prefix_1.json,bb_ruin_names_054,16,1,no,219,519,,300,,,,,219,1200
train,bb_ruin_names_054_rollout_017_prefix_0.json,bb_ruin_names_054,17,0,yes,472,507,,35,,,,,472,2477
train,bb_ruin_names_054_rollout_018_prefix_0.json,bb_ruin_names_054,18,0,yes,350,405,,55,,,,,350,1836
train,bb_ruin_names_054_rollout_019_prefix_0.json,bb_ruin_names_054,19,0,yes,392,427,,35,,,,,392,2134
train,bb_ruin_names_054_rollout_019_prefix_1.json,bb_ruin_names_054,19,1,no,127,427,,300,,,,,127,661
train,bb_ruin_names_054_rollout_020_prefix_0.json,bb_ruin_names_054,20,0,no,128,428,,300,,,,,128,698
train,bb_ruin_names_054_rollout_021_prefix_0.json,bb_ruin_names_054,21,0,yes,395,440,,45,,,,,395,2179
train,bb_ruin_names_054_rollout_021_prefix_1.json,bb_ruin_names_054,21,1,no,140,440,,300,,,,,140,746
train,bb_ruin_names_054_rollout_022_prefix_0.json,bb_ruin_names_054,22,0,no,97,397,,300,,,,,97,496
train,bb_ruin_names_054_rollout_023_prefix_0.json,bb_ruin_names_054,23,0,yes,957,992,,35,,,,,957,5227
train,bb_ruin_names_054_rollout_023_prefix_1.json,bb_ruin_names_054,23,1,yes,947,992,,45,,,,,947,5155
train,bb_ruin_names_054_rollout_023_prefix_2.json,bb_ruin_names_054,23,2,yes,937,992,,55,,,,,937,5106
train,bb_ruin_names_054_rollout_024_prefix_0.json,bb_ruin_names_054,24,0,yes,417,472,,55,,,,,417,2343
train,bb_ruin_names_054_rollout_025_prefix_0.json,bb_ruin_names_054,25,0,no,71,371,,300,,,,,71,360
train,bb_ruin_names_054_rollout_026_prefix_0.json,bb_ruin_names_054,26,0,yes,348,393,,45,,,,,348,1891
train,bb_ruin_names_054_rollout_026_prefix_1.json,bb_ruin_names_054,26,1,no,93,393,,300,,,,,93,472
train,bb_ruin_names_054_rollout_027_prefix_0.json,bb_ruin_names_054,27,0,no,305,805,,500,,,,,305,1675
train,bb_ruin_names_054_rollout_028_prefix_0.json,bb_ruin_names_054,28,0,yes,450,485,,35,,,,,450,2534
train,bb_ruin_names_054_rollout_029_prefix_0.json,bb_ruin_names_054,29,0,yes,292,317,,25,,,,,292,1598
train,bb_ruin_names_054_rollout_029_prefix_1.json,bb_ruin_names_054,29,1,yes,272,317,,45,,,,,272,1481
train,bb_ruin_names_077_rollout_001_prefix_0.json,bb_ruin_names_077,1,0,yes,282,317,,35,,,,,282,1492
train,bb_ruin_names_077_rollout_002_prefix_0.json,bb_ruin_names_077,2,0,no,129,429,,300,,,,,129,673
train,bb_ruin_names_077_rollout_003_prefix_0.json,bb_ruin_names_077,3,0,yes,320,365,,45,,,,,320,1748
train,bb_ruin_names_077_rollout_004_prefix_0.json,bb_ruin_names_077,4,0,yes,516,551,,35,,,,,516,2788
train,bb_ruin_names_077_rollout_004_prefix_1.json,bb_ruin_names_077,4,1,yes,496,551,,55,,,,,496,2687
train,bb_ruin_names_077_rollout_004_prefix_2.json,bb_ruin_names_077,4,2,no,51,551,,500,,,,,51,265
train,bb_ruin_names_077_rollout_005_prefix_0.json,bb_ruin_names_077,5,0,no,120,420,,300,,,,,120,620
train,bb_ruin_names_077_rollout_006_prefix_0.json,bb_ruin_names_077,6,0,yes,440,465,,25,,,,,440,2380
train,bb_ruin_names_077_rollout_006_prefix_1.json,bb_ruin_names_077,6,1,yes,420,465,,45,,,,,420,2260
train,bb_ruin_names_077_rollout_006_prefix_2.json,bb_ruin_names_077,6,2,yes,410,465,,55,,,,,410,2200
train,bb_ruin_names_077_rollout_007_prefix_0.json,bb_ruin_names_077,7,0,yes,395,420,,25,,,,,395,2132
train,bb_ruin_names_077_rollout_007_prefix_1.json,bb_ruin_names_077,7,1,no,120,420,,300,,,,,120,647
train,bb_ruin_names_077_rollout_008_prefix_0.json,bb_ruin_names_077,8,0,no,66,366,,300,,,,,66,329
train,bb_ruin_names_077_rollout_009_prefix_0.json,bb_ruin_names_077,9,0,yes,341,376,,35,,,,,341,1767
train,bb_ruin_names_077_rollout_011_prefix_0.json,bb_ruin_names_077,11,0,no,87,387,,300,,,,,87,437
train,bb_ruin_names_077_rollout_012_prefix_0.json,bb_ruin_names_077,12,0,no,131,431,,300,,,,,131,701
train,bb_ruin_names_077_rollout_013_prefix_0.json,bb_ruin_names_077,13,0,no,198,498,,300,,,,,198,1030
train,bb_ruin_names_077_rollout_014_prefix_0.json,bb_ruin_names_077,14,0,yes,272,327,,55,,,,,272,1476
train,bb_ruin_names_077_rollout_014_prefix_1.json,bb_ruin_names_077,14,1,no,27,327,,300,,,,,27,141
train,bb_ruin_names_077_rollout_015_prefix_0.json,bb_ruin_names_077,15,0,yes,184,209,,25,,,,,184,1001
train,bb_ruin_names_077_rollout_015_prefix_1.json,bb_ruin_names_077,15,1,yes,164,209,,45,,,,,164,886
