split,filename,question_id,rollout_idx,prefix_idx,label,family,n_words,n_tokens
train,bb_snarks_014_rollout_015_prefix_0.json,bb_snarks_014,15,0,yes,big_bench,398,585
train,bb_snarks_014_rollout_018_prefix_0.json,bb_snarks_014,18,0,no,big_bench,57,148
train,bb_snarks_014_rollout_020_prefix_0.json,bb_snarks_014,20,0,yes,big_bench,431,609
train,bb_snarks_014_rollout_024_prefix_0.json,bb_snarks_014,24,0,yes,big_bench,343,503
train,bb_snarks_026_rollout_002_prefix_0.json,bb_snarks_026,2,0,yes,big_bench,343,517
train,bb_snarks_026_rollout_003_prefix_1.json,bb_snarks_026,3,1,no,big_bench,120,232
train,bb_snarks_026_rollout_013_prefix_0.json,bb_snarks_026,13,0,no,big_bench,47,137
train,bb_snarks_026_rollout_020_prefix_1.json,bb_snarks_026,20,1,no,big_bench,218,359
train,bb_snarks_026_rollout_023_prefix_2.json,bb_snarks_026,23,2,no,big_bench,220,364
train,bb_snarks_026_rollout_028_prefix_0.json,bb_snarks_026,28,0,yes,big_bench,243,395
train,bb_snarks_037_rollout_018_prefix_0.json,bb_snarks_037,18,0,yes,big_bench,249,408
train,bb_snarks_037_rollout_021_prefix_1.json,bb_snarks_037,21,1,yes,big_bench,302,477
train,bb_snarks_037_rollout_025_prefix_0.json,bb_snarks_037,25,0,yes,big_bench,230,384
train,bb_snarks_037_rollout_029_prefix_1.json,bb_snarks_037,29,1,yes,big_bench,256,410
train,bb_snarks_047_rollout_002_prefix_0.json,bb_snarks_047,2,0,yes,big_bench,328,468
train,bb_snarks_047_rollout_006_prefix_0.json,bb_snarks_047,6,0,yes,big_bench,449,601
train,bb_snarks_047_rollout_014_prefix_1.json,bb_snarks_047,14,1,no,big_bench,50,132
train,bb_snarks_047_rollout_022_prefix_0.json,bb_snarks_047,22,0,yes,big_bench,513,674
train,bb_snarks_055_rollout_000_prefix_1.json,bb_snarks_055,0,1,yes,big_bench,275,399
train,bb_snarks_064_rollout_000_prefix_0.json,bb_snarks_064,0,0,yes,big_bench,497,690
train,bb_snarks_064_rollout_005_prefix_1.json,bb_snarks_064,5,1,yes,big_bench,272,413
train,bb_snarks_064_rollout_010_prefix_1.json,bb_snarks_064,10,1,no,big_bench,444,610
train,bb_snarks_064_rollout_012_prefix_0.json,bb_snarks_064,12,0,yes,big_bench,260,394
train,bb_snarks_064_rollout_015_prefix_0.json,bb_snarks_064,15,0,no,big_bench,324,469
train,bb_snarks_064_rollout_025_prefix_0.json,bb_snarks_064,25,0,yes,big_bench,272,407
train,bb_snarks_064_rollout_027_prefix_0.json,bb_snarks_064,27,0,yes,big_bench,580,813
train,bb_snarks_081_rollout_009_prefix_0.json,bb_snarks_081,9,0,no,big_bench,284,390
train,bb_snarks_081_rollout_010_prefix_2.json,bb_snarks_081,10,2,no,big_bench,654,839
train,bb_snarks_081_rollout_026_prefix_0.json,bb_snarks_081,26,0,yes,big_bench,376,521
train,bb_snarks_096_rollout_001_prefix_0.json,bb_snarks_096,1,0,yes,big_bench,293,435
train,bb_snarks_096_rollout_011_prefix_1.json,bb_snarks_096,11,1,no,big_bench,451,630
train,bb_snarks_096_rollout_011_prefix_2.json,bb_snarks_096,11,2,no,big_bench,51,130
train,bb_snarks_099_rollout_001_prefix_0.json,bb_snarks_099,1,0,yes,big_bench,345,501
train,bb_snarks_099_rollout_002_prefix_0.json,bb_snarks_099,2,0,yes,big_bench,402,566
train,bb_snarks_099_rollout_008_prefix_0.json,bb_snarks_099,8,0,yes,big_bench,384,560
train,bb_snarks_099_rollout_008_prefix_1.json,bb_snarks_099,8,1,no,big_bench,129,230
train,bb_snarks_099_rollout_029_prefix_0.json,bb_snarks_099,29,0,yes,big_bench,426,596
train,bb_snarks_121_rollout_002_prefix_0.json,bb_snarks_121,2,0,no,big_bench,609,865
train,bb_snarks_121_rollout_003_prefix_0.json,bb_snarks_121,3,0,yes,big_bench,297,454
train,bb_snarks_121_rollout_003_prefix_1.json,bb_snarks_121,3,1,yes,big_bench,287,441
train,bb_snarks_121_rollout_016_prefix_4.json,bb_snarks_121,16,4,no,big_bench,219,335
train,bb_snarks_121_rollout_028_prefix_1.json,bb_snarks_121,28,1,yes,big_bench,337,484
train,bb_snarks_124_rollout_002_prefix_2.json,bb_snarks_124,2,2,no,big_bench,63,141
train,bb_snarks_124_rollout_012_prefix_2.json,bb_snarks_124,12,2,no,big_bench,57,124
train,bb_snarks_124_rollout_024_prefix_0.json,bb_snarks_124,24,0,no,big_bench,402,556
train,bb_snarks_128_rollout_000_prefix_2.json,bb_snarks_128,0,2,yes,big_bench,251,395
train,bb_snarks_128_rollout_003_prefix_0.json,bb_snarks_128,3,0,yes,big_bench,648,885
train,bb_snarks_128_rollout_005_prefix_1.json,bb_snarks_128,5,1,no,big_bench,461,635
train,bb_snarks_128_rollout_005_prefix_2.json,bb_snarks_128,5,2,no,big_bench,261,386
train,bb_snarks_128_rollout_013_prefix_1.json,bb_snarks_128,13,1,no,big_bench,161,272
train,bb_snarks_128_rollout_027_prefix_0.json,bb_snarks_128,27,0,yes,big_bench,1471,1994
train,bb_snarks_128_rollout_028_prefix_2.json,bb_snarks_128,28,2,yes,big_bench,275,439
train,bb_snarks_128_rollout_029_prefix_1.json,bb_snarks_128,29,1,yes,big_bench,1088,1419
train,bb_snarks_146_rollout_008_prefix_2.json,bb_snarks_146,8,2,no,big_bench,183,284
train,bb_snarks_146_rollout_009_prefix_0.json,bb_snarks_146,9,0,yes,big_bench,538,732
train,bb_snarks_150_rollout_015_prefix_3.json,bb_snarks_150,15,3,no,big_bench,234,359
train,bb_snarks_150_rollout_022_prefix_2.json,bb_snarks_150,22,2,no,big_bench,447,620
train,bb_snarks_150_rollout_026_prefix_1.json,bb_snarks_150,26,1,yes,big_bench,277,407
train,bb_snarks_158_rollout_000_prefix_3.json,bb_snarks_158,0,3,no,big_bench,82,177
train,bb_snarks_158_rollout_009_prefix_0.json,bb_snarks_158,9,0,yes,big_bench,257,398
train,bb_snarks_158_rollout_011_prefix_0.json,bb_snarks_158,11,0,yes,big_bench,431,628
train,bb_snarks_158_rollout_013_prefix_0.json,bb_snarks_158,13,0,yes,big_bench,347,529
train,bb_snarks_158_rollout_022_prefix_1.json,bb_snarks_158,22,1,no,big_bench,180,315
train,bb_snarks_158_rollout_025_prefix_2.json,bb_snarks_158,25,2,no,big_bench,25,103
train,bb_snarks_158_rollout_027_prefix_2.json,bb_snarks_158,27,2,no,big_bench,147,263
train,bb_snarks_172_rollout_005_prefix_0.json,bb_snarks_172,5,0,yes,big_bench,489,659
train,bb_snarks_172_rollout_005_prefix_1.json,bb_snarks_172,5,1,yes,big_bench,469,637
train,bb_snarks_172_rollout_014_prefix_2.json,bb_snarks_172,14,2,no,big_bench,23,84
train,bb_snarks_172_rollout_021_prefix_1.json,bb_snarks_172,21,1,yes,big_bench,234,335
train,bb_snarks_172_rollout_028_prefix_1.json,bb_snarks_172,28,1,yes,big_bench,310,453
train,bb_sports_understanding_013_rollout_000_prefix_2.json,bb_sports_understanding_013,0,2,no,big_bench,125,204
train,bb_sports_understanding_013_rollout_017_prefix_2.json,bb_sports_understanding_013,17,2,yes,big_bench,310,454
train,bb_sports_understanding_013_rollout_018_prefix_1.json,bb_sports_understanding_013,18,1,yes,big_bench,370,503
train,bb_sports_understanding_013_rollout_028_prefix_1.json,bb_sports_understanding_013,28,1,yes,big_bench,291,427
train,bb_sports_understanding_035_rollout_002_prefix_0.json,bb_sports_understanding_035,2,0,yes,big_bench,227,325
train,bb_sports_understanding_035_rollout_018_prefix_0.json,bb_sports_understanding_035,18,0,yes,big_bench,217,312
train,bb_sports_understanding_038_rollout_008_prefix_0.json,bb_sports_understanding_038,8,0,no,big_bench,367,495
train,bb_sports_understanding_038_rollout_015_prefix_0.json,bb_sports_understanding_038,15,0,yes,big_bench,485,636
train,bb_sports_understanding_038_rollout_027_prefix_0.json,bb_sports_understanding_038,27,0,yes,big_bench,516,690
train,bb_sports_understanding_056_rollout_026_prefix_1.json,bb_sports_understanding_056,26,1,no,big_bench,31,75
train,bb_sports_understanding_093_rollout_006_prefix_0.json,bb_sports_understanding_093,6,0,yes,big_bench,508,736
train,bb_sports_understanding_093_rollout_006_prefix_2.json,bb_sports_understanding_093,6,2,no,big_bench,243,379
train,bb_sports_understanding_093_rollout_014_prefix_2.json,bb_sports_understanding_093,14,2,no,big_bench,54,112
train,bb_sports_understanding_093_rollout_028_prefix_0.json,bb_sports_understanding_093,28,0,yes,big_bench,397,583
train,bb_sports_understanding_102_rollout_006_prefix_0.json,bb_sports_understanding_102,6,0,yes,big_bench,426,533
train,bb_sports_understanding_102_rollout_018_prefix_1.json,bb_sports_understanding_102,18,1,no,big_bench,345,433
train,bb_sports_understanding_102_rollout_026_prefix_1.json,bb_sports_understanding_102,26,1,yes,big_bench,235,308
train,bb_sports_understanding_114_rollout_000_prefix_0.json,bb_sports_understanding_114,0,0,no,big_bench,154,223
train,bb_sports_understanding_114_rollout_020_prefix_1.json,bb_sports_understanding_114,20,1,yes,big_bench,257,359
train,bb_sports_understanding_127_rollout_008_prefix_2.json,bb_sports_understanding_127,8,2,no,big_bench,21,63
train,bb_sports_understanding_127_rollout_022_prefix_0.json,bb_sports_understanding_127,22,0,yes,big_bench,354,487
train,bb_sports_understanding_129_rollout_005_prefix_1.json,bb_sports_understanding_129,5,1,yes,big_bench,628,817
train,bb_sports_understanding_129_rollout_008_prefix_1.json,bb_sports_understanding_129,8,1,no,big_bench,133,204
train,bb_sports_understanding_137_rollout_012_prefix_1.json,bb_sports_understanding_137,12,1,yes,big_bench,250,366
train,bb_sports_understanding_137_rollout_016_prefix_0.json,bb_sports_understanding_137,16,0,yes,big_bench,382,546
train,bb_sports_understanding_137_rollout_027_prefix_1.json,bb_sports_understanding_137,27,1,yes,big_bench,428,608
train,bb_sports_understanding_168_rollout_004_prefix_1.json,bb_sports_understanding_168,4,1,yes,big_bench,275,374
train,bb_sports_understanding_168_rollout_012_prefix_0.json,bb_sports_understanding_168,12,0,yes,big_bench,337,465
train,bb_sports_understanding_168_rollout_012_prefix_1.json,bb_sports_understanding_168,12,1,no,big_bench,62,120
train,bb_sports_understanding_168_rollout_026_prefix_0.json,bb_sports_understanding_168,26,0,yes,big_bench,350,475
train,bb_sports_understanding_168_rollout_026_prefix_1.json,bb_sports_understanding_168,26,1,no,big_bench,75,135
train,bb_sports_understanding_168_rollout_027_prefix_1.json,bb_sports_understanding_168,27,1,no,big_bench,265,366
train,bb_sports_understanding_204_rollout_001_prefix_0.json,bb_sports_understanding_204,1,0,no,big_bench,471,619
train,bb_sports_understanding_204_rollout_006_prefix_0.json,bb_sports_understanding_204,6,0,yes,big_bench,379,485
train,bb_sports_understanding_204_rollout_012_prefix_2.json,bb_sports_understanding_204,12,2,no,big_bench,44,92
train,bb_sports_understanding_204_rollout_014_prefix_1.json,bb_sports_understanding_204,14,1,yes,big_bench,506,649
train,bb_sports_understanding_204_rollout_016_prefix_0.json,bb_sports_understanding_204,16,0,yes,big_bench,660,841
train,bb_sports_understanding_204_rollout_018_prefix_1.json,bb_sports_understanding_204,18,1,yes,big_bench,555,706
train,bb_sports_understanding_204_rollout_026_prefix_0.json,bb_sports_understanding_204,26,0,yes,big_bench,565,729
train,bb_sports_understanding_221_rollout_002_prefix_0.json,bb_sports_understanding_221,2,0,yes,big_bench,365,489
train,bb_sports_understanding_221_rollout_002_prefix_3.json,bb_sports_understanding_221,2,3,yes,big_bench,335,448
train,bb_sports_understanding_221_rollout_006_prefix_0.json,bb_sports_understanding_221,6,0,no,big_bench,32,83
train,bb_sports_understanding_221_rollout_023_prefix_1.json,bb_sports_understanding_221,23,1,yes,big_bench,316,425
train,bb_sports_understanding_231_rollout_015_prefix_0.json,bb_sports_understanding_231,15,0,yes,big_bench,490,650
train,bb_sports_understanding_231_rollout_017_prefix_1.json,bb_sports_understanding_231,17,1,yes,big_bench,675,897
train,bb_sports_understanding_231_rollout_022_prefix_1.json,bb_sports_understanding_231,22,1,no,big_bench,185,276
train,bb_sports_understanding_231_rollout_024_prefix_1.json,bb_sports_understanding_231,24,1,no,big_bench,237,342
train,bb_sports_understanding_238_rollout_010_prefix_1.json,bb_sports_understanding_238,10,1,no,big_bench,83,140
train,bb_sports_understanding_238_rollout_013_prefix_0.json,bb_sports_understanding_238,13,0,yes,big_bench,607,776
train,bb_sports_understanding_238_rollout_019_prefix_1.json,bb_sports_understanding_238,19,1,yes,big_bench,376,490
train,bb_sports_understanding_238_rollout_023_prefix_0.json,bb_sports_understanding_238,23,0,yes,big_bench,336,429
train,bb_sports_understanding_238_rollout_023_prefix_1.json,bb_sports_understanding_238,23,1,yes,big_bench,316,406
train,bb_temporal_sequences_020_rollout_002_prefix_0.json,bb_temporal_sequences_020,2,0,yes,big_bench,433,837
train,bb_temporal_sequences_020_rollout_007_prefix_2.json,bb_temporal_sequences_020,7,2,no,big_bench,1362,2336
train,bb_temporal_sequences_020_rollout_010_prefix_1.json,bb_temporal_sequences_020,10,1,yes,big_bench,360,744
train,bb_temporal_sequences_020_rollout_017_prefix_0.json,bb_temporal_sequences_020,17,0,no,big_bench,334,657
train,bb_temporal_sequences_020_rollout_019_prefix_0.json,bb_temporal_sequences_020,19,0,yes,big_bench,408,813
train,bb_temporal_sequences_020_rollout_020_prefix_1.json,bb_temporal_sequences_020,20,1,no,big_bench,113,334
train,bb_temporal_sequences_039_rollout_003_prefix_1.json,bb_temporal_sequences_039,3,1,no,big_bench,300,639
train,bb_temporal_sequences_039_rollout_022_prefix_1.json,bb_temporal_sequences_039,22,1,no,big_bench,80,306
train,bb_temporal_sequences_039_rollout_028_prefix_1.json,bb_temporal_sequences_039,28,1,yes,big_bench,302,627
train,bb_temporal_sequences_059_rollout_000_prefix_1.json,bb_temporal_sequences_059,0,1,no,big_bench,40,244
train,bb_temporal_sequences_059_rollout_001_prefix_0.json,bb_temporal_sequences_059,1,0,yes,big_bench,479,887
train,bb_temporal_sequences_059_rollout_008_prefix_3.json,bb_temporal_sequences_059,8,3,no,big_bench,100,324
train,bb_temporal_sequences_059_rollout_011_prefix_1.json,bb_temporal_sequences_059,11,1,yes,big_bench,383,728
train,bb_temporal_sequences_059_rollout_012_prefix_0.json,bb_temporal_sequences_059,12,0,yes,big_bench,774,1323
train,bb_temporal_sequences_059_rollout_017_prefix_0.json,bb_temporal_sequences_059,17,0,yes,big_bench,420,747
train,bb_temporal_sequences_069_rollout_006_prefix_0.json,bb_temporal_sequences_069,6,0,yes,big_bench,439,843
train,bb_temporal_sequences_069_rollout_028_prefix_1.json,bb_temporal_sequences_069,28,1,yes,big_bench,301,666
train,bb_temporal_sequences_076_rollout_026_prefix_0.json,bb_temporal_sequences_076,26,0,yes,big_bench,436,836
train,bb_temporal_sequences_076_rollout_027_prefix_2.json,bb_temporal_sequences_076,27,2,no,big_bench,158,440
train,bb_temporal_sequences_096_rollout_006_prefix_2.json,bb_temporal_sequences_096,6,2,yes,big_bench,447,871
train,bb_temporal_sequences_096_rollout_010_prefix_0.json,bb_temporal_sequences_096,10,0,yes,big_bench,523,1047
train,bb_temporal_sequences_096_rollout_010_prefix_3.json,bb_temporal_sequences_096,10,3,no,big_bench,48,257
train,bb_temporal_sequences_096_rollout_019_prefix_0.json,bb_temporal_sequences_096,19,0,yes,big_bench,743,1284
train,bb_temporal_sequences_096_rollout_024_prefix_0.json,bb_temporal_sequences_096,24,0,yes,big_bench,420,822
train,bb_temporal_sequences_096_rollout_025_prefix_0.json,bb_temporal_sequences_096,25,0,yes,big_bench,409,813
train,bb_temporal_sequences_096_rollout_029_prefix_0.json,bb_temporal_sequences_096,29,0,yes,big_bench,281,623
train,bb_temporal_sequences_117_rollout_023_prefix_0.json,bb_temporal_sequences_117,23,0,no,big_bench,169,435
train,bb_temporal_sequences_117_rollout_025_prefix_0.json,bb_temporal_sequences_117,25,0,no,big_bench,82,302
train,bb_temporal_sequences_120_rollout_011_prefix_0.json,bb_temporal_sequences_120,11,0,yes,big_bench,576,1134
train,bb_temporal_sequences_120_rollout_012_prefix_0.json,bb_temporal_sequences_120,12,0,yes,big_bench,517,1020
train,bb_temporal_sequences_129_rollout_003_prefix_1.json,bb_temporal_sequences_129,3,1,yes,big_bench,393,805
train,bb_temporal_sequences_129_rollout_012_prefix_0.json,bb_temporal_sequences_129,12,0,yes,big_bench,469,929
train,bb_temporal_sequences_129_rollout_016_prefix_0.json,bb_temporal_sequences_129,16,0,yes,big_bench,493,929
train,bb_temporal_sequences_141_rollout_000_prefix_1.json,bb_temporal_sequences_141,0,1,no,big_bench,326,648
train,bb_temporal_sequences_141_rollout_001_prefix_0.json,bb_temporal_sequences_141,1,0,yes,big_bench,520,940
train,bb_temporal_sequences_141_rollout_001_prefix_1.json,bb_temporal_sequences_141,1,1,no,big_bench,265,564
train,bb_temporal_sequences_141_rollout_004_prefix_0.json,bb_temporal_sequences_141,4,0,yes,big_bench,273,577
train,bb_temporal_sequences_141_rollout_012_prefix_1.json,bb_temporal_sequences_141,12,1,no,big_bench,45,219
train,bb_temporal_sequences_141_rollout_018_prefix_2.json,bb_temporal_sequences_141,18,2,no,big_bench,61,238
train,bb_temporal_sequences_170_rollout_002_prefix_0.json,bb_temporal_sequences_170,2,0,yes,big_bench,571,1047
train,bb_temporal_sequences_170_rollout_022_prefix_0.json,bb_temporal_sequences_170,22,0,no,big_bench,116,373
train,bb_temporal_sequences_170_rollout_025_prefix_4.json,bb_temporal_sequences_170,25,4,no,big_bench,21,210
train,bb_temporal_sequences_170_rollout_026_prefix_0.json,bb_temporal_sequences_170,26,0,yes,big_bench,395,719
train,bb_temporal_sequences_173_rollout_009_prefix_0.json,bb_temporal_sequences_173,9,0,yes,big_bench,291,626
train,bb_temporal_sequences_173_rollout_014_prefix_0.json,bb_temporal_sequences_173,14,0,yes,big_bench,462,870
train,bb_temporal_sequences_173_rollout_023_prefix_1.json,bb_temporal_sequences_173,23,1,no,big_bench,28,199
train,bb_temporal_sequences_173_rollout_025_prefix_0.json,bb_temporal_sequences_173,25,0,yes,big_bench,292,587
train,bb_temporal_sequences_173_rollout_028_prefix_0.json,bb_temporal_sequences_173,28,0,yes,big_bench,274,570
train,bb_temporal_sequences_176_rollout_004_prefix_0.json,bb_temporal_sequences_176,4,0,yes,big_bench,316,615
train,bb_temporal_sequences_176_rollout_009_prefix_1.json,bb_temporal_sequences_176,9,1,no,big_bench,251,520
train,bb_temporal_sequences_176_rollout_010_prefix_0.json,bb_temporal_sequences_176,10,0,no,big_bench,80,266
train,bb_temporal_sequences_176_rollout_014_prefix_0.json,bb_temporal_sequences_176,14,0,yes,big_bench,343,622
train,bb_temporal_sequences_176_rollout_027_prefix_3.json,bb_temporal_sequences_176,27,3,no,big_bench,100,298
train,bb_temporal_sequences_232_rollout_010_prefix_1.json,bb_temporal_sequences_232,10,1,no,big_bench,166,445
train,bb_temporal_sequences_232_rollout_019_prefix_0.json,bb_temporal_sequences_232,19,0,no,big_bench,257,593
train,bb_temporal_sequences_232_rollout_025_prefix_2.json,bb_temporal_sequences_232,25,2,no,big_bench,126,381
train,bb_temporal_sequences_236_rollout_001_prefix_0.json,bb_temporal_sequences_236,1,0,yes,big_bench,921,1451
train,bb_temporal_sequences_236_rollout_001_prefix_1.json,bb_temporal_sequences_236,1,1,no,big_bench,646,1033
train,bb_temporal_sequences_236_rollout_003_prefix_0.json,bb_temporal_sequences_236,3,0,no,big_bench,399,755
train,bb_temporal_sequences_236_rollout_024_prefix_0.json,bb_temporal_sequences_236,24,0,no,big_bench,118,334
train,bb_temporal_sequences_236_rollout_026_prefix_0.json,bb_temporal_sequences_236,26,0,yes,big_bench,483,839
train,bb_temporal_sequences_240_rollout_000_prefix_1.json,bb_temporal_sequences_240,0,1,yes,big_bench,592,1095
train,bb_temporal_sequences_240_rollout_002_prefix_0.json,bb_temporal_sequences_240,2,0,yes,big_bench,476,942
train,bb_temporal_sequences_240_rollout_010_prefix_0.json,bb_temporal_sequences_240,10,0,yes,big_bench,498,947
train,bb_temporal_sequences_240_rollout_021_prefix_2.json,bb_temporal_sequences_240,21,2,no,big_bench,104,340
train,bb_temporal_sequences_240_rollout_029_prefix_1.json,bb_temporal_sequences_240,29,1,yes,big_bench,322,699
train,bb_tracking_shuffled_objects_five_objects_006_rollout_011_prefix_0.json,bb_tracking_shuffled_objects_five_objects_006,11,0,yes,big_bench,417,746
train,bb_tracking_shuffled_objects_five_objects_019_rollout_008_prefix_0.json,bb_tracking_shuffled_objects_five_objects_019,8,0,yes,big_bench,298,532
train,bb_tracking_shuffled_objects_five_objects_019_rollout_013_prefix_1.json,bb_tracking_shuffled_objects_five_objects_019,13,1,no,big_bench,335,595
train,bb_tracking_shuffled_objects_five_objects_019_rollout_022_prefix_0.json,bb_tracking_shuffled_objects_five_objects_019,22,0,yes,big_bench,512,863
train,bb_tracking_shuffled_objects_five_objects_041_rollout_002_prefix_1.json,bb_tracking_shuffled_objects_five_objects_041,2,1,yes,big_bench,1064,1665
train,bb_tracking_shuffled_objects_five_objects_041_rollout_010_prefix_1.json,bb_tracking_shuffled_objects_five_objects_041,10,1,no,big_bench,450,816
train,bb_tracking_shuffled_objects_five_objects_041_rollout_021_prefix_1.json,bb_tracking_shuffled_objects_five_objects_041,21,1,no,big_bench,58,265
train,bb_tracking_shuffled_objects_five_objects_066_rollout_004_prefix_3.json,bb_tracking_shuffled_objects_five_objects_066,4,3,no,big_bench,433,737
train,bb_tracking_shuffled_objects_five_objects_066_rollout_009_prefix_0.json,bb_tracking_shuffled_objects_five_objects_066,9,0,yes,big_bench,421,789
train,bb_tracking_shuffled_objects_five_objects_066_rollout_014_prefix_0.json,bb_tracking_shuffled_objects_five_objects_066,14,0,yes,big_bench,708,1190
train,bb_tracking_shuffled_objects_five_objects_066_rollout_017_prefix_0.json,bb_tracking_shuffled_objects_five_objects_066,17,0,yes,big_bench,744,1135
train,bb_tracking_shuffled_objects_five_objects_066_rollout_021_prefix_0.json,bb_tracking_shuffled_objects_five_objects_066,21,0,yes,big_bench,744,1167
train,bb_tracking_shuffled_objects_five_objects_066_rollout_022_prefix_1.json,bb_tracking_shuffled_objects_five_objects_066,22,1,no,big_bench,79,279
train,bb_tracking_shuffled_objects_five_objects_066_rollout_026_prefix_1.json,bb_tracking_shuffled_objects_five_objects_066,26,1,no,big_bench,267,524
train,bb_tracking_shuffled_objects_five_objects_066_rollout_029_prefix_0.json,bb_tracking_shuffled_objects_five_objects_066,29,0,no,big_bench,437,736
train,bb_tracking_shuffled_objects_five_objects_077_rollout_006_prefix_2.json,bb_tracking_shuffled_objects_five_objects_077,6,2,no,big_bench,428,723
train,bb_tracking_shuffled_objects_five_objects_077_rollout_008_prefix_0.json,bb_tracking_shuffled_objects_five_objects_077,8,0,yes,big_bench,711,1141
train,bb_tracking_shuffled_objects_five_objects_077_rollout_008_prefix_2.json,bb_tracking_shuffled_objects_five_objects_077,8,2,no,big_bench,236,477
train,bb_tracking_shuffled_objects_five_objects_077_rollout_014_prefix_0.json,bb_tracking_shuffled_objects_five_objects_077,14,0,no,big_bench,235,472
train,bb_tracking_shuffled_objects_five_objects_077_rollout_022_prefix_0.json,bb_tracking_shuffled_objects_five_objects_077,22,0,yes,big_bench,1010,1509
train,bb_tracking_shuffled_objects_five_objects_099_rollout_004_prefix_0.json,bb_tracking_shuffled_objects_five_objects_099,4,0,yes,big_bench,438,752
train,bb_tracking_shuffled_objects_five_objects_099_rollout_010_prefix_2.json,bb_tracking_shuffled_objects_five_objects_099,10,2,no,big_bench,166,386
train,bb_tracking_shuffled_objects_five_objects_099_rollout_017_prefix_1.json,bb_tracking_shuffled_objects_five_objects_099,17,1,no,big_bench,55,251
train,bb_tracking_shuffled_objects_five_objects_099_rollout_026_prefix_0.json,bb_tracking_shuffled_objects_five_objects_099,26,0,yes,big_bench,472,813
train,bb_tracking_shuffled_objects_five_objects_125_rollout_007_prefix_0.json,bb_tracking_shuffled_objects_five_objects_125,7,0,yes,big_bench,591,972
train,bb_tracking_shuffled_objects_five_objects_128_rollout_012_prefix_1.json,bb_tracking_shuffled_objects_five_objects_128,12,1,yes,big_bench,679,1107
train,bb_tracking_shuffled_objects_five_objects_128_rollout_017_prefix_1.json,bb_tracking_shuffled_objects_five_objects_128,17,1,no,big_bench,106,326
train,bb_tracking_shuffled_objects_five_objects_128_rollout_024_prefix_0.json,bb_tracking_shuffled_objects_five_objects_128,24,0,yes,big_bench,467,791
train,bb_tracking_shuffled_objects_five_objects_128_rollout_029_prefix_1.json,bb_tracking_shuffled_objects_five_objects_128,29,1,no,big_bench,186,421
train,bb_tracking_shuffled_objects_five_objects_139_rollout_007_prefix_0.json,bb_tracking_shuffled_objects_five_objects_139,7,0,no,big_bench,186,398
train,bb_tracking_shuffled_objects_five_objects_139_rollout_014_prefix_0.json,bb_tracking_shuffled_objects_five_objects_139,14,0,yes,big_bench,364,654
train,bb_tracking_shuffled_objects_five_objects_139_rollout_026_prefix_0.json,bb_tracking_shuffled_objects_five_objects_139,26,0,yes,big_bench,426,743
train,bb_tracking_shuffled_objects_five_objects_139_rollout_029_prefix_2.json,bb_tracking_shuffled_objects_five_objects_139,29,2,no,big_bench,354,670
train,bb_tracking_shuffled_objects_five_objects_139_rollout_029_prefix_3.json,bb_tracking_shuffled_objects_five_objects_139,29,3,no,big_bench,154,346
train,bb_tracking_shuffled_objects_five_objects_175_rollout_013_prefix_1.json,bb_tracking_shuffled_objects_five_objects_175,13,1,no,big_bench,246,502
train,bb_tracking_shuffled_objects_five_objects_175_rollout_016_prefix_0.json,bb_tracking_shuffled_objects_five_objects_175,16,0,yes,big_bench,427,744
train,bb_tracking_shuffled_objects_five_objects_175_rollout_017_prefix_1.json,bb_tracking_shuffled_objects_five_objects_175,17,1,yes,big_bench,655,1043
train,bb_tracking_shuffled_objects_five_objects_175_rollout_022_prefix_0.json,bb_tracking_shuffled_objects_five_objects_175,22,0,yes,big_bench,446,789
train,bb_tracking_shuffled_objects_five_objects_178_rollout_001_prefix_0.json,bb_tracking_shuffled_objects_five_objects_178,1,0,yes,big_bench,423,746
train,bb_tracking_shuffled_objects_five_objects_178_rollout_004_prefix_1.json,bb_tracking_shuffled_objects_five_objects_178,4,1,yes,big_bench,346,646
train,bb_tracking_shuffled_objects_five_objects_178_rollout_012_prefix_2.json,bb_tracking_shuffled_objects_five_objects_178,12,2,no,big_bench,74,272
train,bb_tracking_shuffled_objects_five_objects_178_rollout_019_prefix_0.json,bb_tracking_shuffled_objects_five_objects_178,19,0,no,big_bench,91,293
train,bb_tracking_shuffled_objects_five_objects_178_rollout_025_prefix_0.json,bb_tracking_shuffled_objects_five_objects_178,25,0,yes,big_bench,386,721
train,bb_tracking_shuffled_objects_five_objects_178_rollout_028_prefix_1.json,bb_tracking_shuffled_objects_five_objects_178,28,1,no,big_bench,293,564
train,bb_tracking_shuffled_objects_five_objects_182_rollout_017_prefix_4.json,bb_tracking_shuffled_objects_five_objects_182,17,4,no,big_bench,52,244
train,bb_tracking_shuffled_objects_five_objects_182_rollout_019_prefix_2.json,bb_tracking_shuffled_objects_five_objects_182,19,2,no,big_bench,187,422
train,bb_tracking_shuffled_objects_five_objects_182_rollout_020_prefix_2.json,bb_tracking_shuffled_objects_five_objects_182,20,2,no,big_bench,302,605
train,bb_tracking_shuffled_objects_five_objects_182_rollout_025_prefix_0.json,bb_tracking_shuffled_objects_five_objects_182,25,0,yes,big_bench,298,571
train,bb_tracking_shuffled_objects_five_objects_182_rollout_027_prefix_0.json,bb_tracking_shuffled_objects_five_objects_182,27,0,no,big_bench,134,360
